No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物,研究タイプ,対象物_根拠,研究タイプ_根拠
11,日本醸造協会誌/83巻/1号/83_42.pdf,1988,83,1,42,42,酸化還元電位と私,石崎 文彬,83_42.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_42/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_42/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_42.pdf,1,酸化還元電位; グルタミン酸発酵; アセトンブタノール発酵; 石崎文彬; 本江元吉先生; 発酵学; 培養系; アミノ酸発酵; 技術; 研究,電位; 培養; 還元; グルタミン; 酸化; 酸素; 発酵; yi; 溶存; セトンブタノー; ルベントリ; ケトグルタ; 踏み入れる; oengi; 本江; ディスカッション; わり合い; 好気; 群がる; ri,巣立っ; 先生; 教室; ペニシリン; 悲しみ; 程遠い; ブール; 会し; 与え; 電極; 親しく; ecl; ガリー; デヒドロゲナーゼ; 近づけ; クア; 振蕩; 学窓; bi; 競う,酸化還元電位; グルタミン酸発酵; アセトンブタノール発酵; 石崎文彬; 本江元吉先生; 発酵学; 培養系; アミノ酸発酵; 技術; 研究; 電位; 培養; 還元; グルタミン; 酸化; 酸素; 発酵; yi; 溶存; セトンブタノー; ルベントリ; ケトグルタ; 踏み入れる; oengi; 本江; ディスカッション; わり合い; 好気; 群がる; ri; 巣立っ; 先生; 教室; ペニシリン; 悲しみ; 程遠い; ブール; 会し; 与え; 電極; 親しく; ecl; ガリー; デヒドロゲナーゼ; 近づけ; クア; 振蕩; 学窓; bi; 競う,その他（対象物）,醸造工程・製造技術; 保存・安定性,,醸造工程・製造技術:グルタミン酸発酵|アセトンブタノール発酵|発酵学|アミノ酸発酵|発酵|グルタミン酸発酵; 保存・安定性:酸化還元電位|酸化|酸化還元電位|酸化
12,日本醸造協会誌/83巻/1号/83_47.pdf,1988,83,1,47,51,乾燥麹の貯蔵中の品質変化について 乾燥麹の貯蔵に関する研究 (第1報),尾関 健二; 山本 忠行; 浜地 正昭; 本馬 健光,83_47.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_47/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_47/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_47.pdf,5,麹; 乾燥; 貯蔵; 清酒醸造; 保存性; 酵素活性; 水分含量; 温度; 包装; 品質変化,米袋; 乾燥; 冬眠; 区分; 水分; 含量; dried; 酵素; apase; 及び; acpase; aaase; 活性; 燥麹; 品質; 包装; 抽出; moisture; 置換; aase,ガス; koji; months; rice; 色度; 変化; ナイズ; 材質; 生菌; 酸度; storing; stored; qualitatively; 真空; 条件; the; 紙袋; various; polyethylene; 尾関,麹; 乾燥; 貯蔵; 清酒醸造; 保存性; 酵素活性; 水分含量; 温度; 包装; 品質変化; 米袋; 冬眠; 区分; 水分; 含量; dried; 酵素; apase; 及び; acpase; aaase; 活性; 燥麹; 品質; 抽出; moisture; 置換; aase; ガス; koji; months; rice; 色度; 変化; ナイズ; 材質; 生菌; 酸度; storing; stored; qualitatively; 真空; 条件; the; 紙袋; various; polyethylene; 尾関,清酒; 農産物・果実,醸造工程・製造技術; 保存・安定性; 品質評価・官能評価; 成分分析・物性評価,清酒:麹|清酒醸造|燥麹|麹|清酒醸造|燥麹; 農産物・果実:米袋|米袋,醸造工程・製造技術:麹|清酒醸造|燥麹|麹|清酒醸造|燥麹; 保存・安定性:貯蔵|保存性|貯蔵|保存性; 品質評価・官能評価:品質変化|品質|品質変化|品質; 成分分析・物性評価:酸度|酸度
13,日本醸造協会誌/83巻/1号/83_52.pdf,1988,83,1,52,56,甲州種ブドウの果梗より溶出するフェノール化合物について,柴崎 茂郎; 清水 理通; 大塚 謙一,83_52.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_52/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_52/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_52.pdf,5,ワイン; 苦味成分; フェノール化合物; 甲州種; ブドウ; 白ワイン; 渋味; 果梗; 溶出; hplc,フェノール; ワイン; ブドウ; 甲州; phenolic; koshu; 化合; stem; 苦味; feteasca; vific; sephadex; extractable; 溶出; singleton; chromatography; aci; easca; and; grape,procyani; 抽出; compounds; caf; tabl; lh; ari; fet; enol; lea; ph; substances; tlc; chael; dondeyne; ノール; of; buffer; cat; 果皮,ワイン; 苦味成分; フェノール化合物; 甲州種; ブドウ; 白ワイン; 渋味; 果梗; 溶出; hplc; フェノール; 甲州; phenolic; koshu; 化合; stem; 苦味; feteasca; vific; sephadex; extractable; singleton; chromatography; aci; easca; and; grape; procyani; 抽出; compounds; caf; tabl; lh; ari; fet; enol; lea; ph; substances; tlc; chael; dondeyne; ノール; of; buffer; cat; 果皮,ワイン; ビール; 農産物・果実,品質評価・官能評価,ワイン:ワイン|ブドウ|白ワイン|ワイン|ブドウ|ワイン; ビール:苦味成分|苦味|苦味成分|苦味; 農産物・果実:果梗|果皮|果梗|果皮,品質評価・官能評価:苦味成分|苦味|苦味成分|苦味
14,日本醸造協会誌/83巻/1号/83_57.pdf,1988,83,1,57,63,尿素あるいはその関連物質を含むモデル酒中にわけるカルバミン酸エチルの生成,原 昌道; 吉沢 淑; 中村 欽一,83_57.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_57/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_57/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_57.pdf,7,カルバミン酸エチル; 尿素; モデル酒; エタノール; 生成; 温度; ph; 濃度; 貯蔵; 抑制,cae; 尿素; urea; alcoholic; ph; model; beverages; concentration; beverage; containing; formation; ethylcarbamate; of; the; ppm; 濃度; formed; ppb; 生成; at,buffer; カルバミン; alcohol; ethyl; solution; allowed; カルバミル; 燐酸; モデル; chloroform; epc; in; temperature; samples; fi; cal; from; were; was; ューレット,カルバミン酸エチル; 尿素; モデル酒; エタノール; 生成; 温度; ph; 濃度; 貯蔵; 抑制; cae; urea; alcoholic; model; beverages; concentration; beverage; containing; formation; ethylcarbamate; of; the; ppm; formed; ppb; at; buffer; カルバミン; alcohol; ethyl; solution; allowed; カルバミル; 燐酸; モデル; chloroform; epc; in; temperature; samples; fi; cal; from; were; was; ューレット,アルコール飲料,保存・安定性,アルコール飲料:エタノール|エタノール,保存・安定性:貯蔵|貯蔵
15,日本醸造協会誌/83巻/1号/83_64.pdf,1988,83,1,64,68,酒中のカルバミン酸エチルの定量法,原 昌道; 高橋 康次郎; 吉沢 淑,83_64.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_64/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_64/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_64.pdf,5,カルバミン酸エチル; 定量法; 清酒; 抽出; ph; 回収率; カラムクロマトグラフィー; 溶出; 濃縮; gc,cae; phenylmethylsilicone; ch; ph; ethylcarbamate; cl; rt; ロリジルカラムクロマトグラフィー; chromatogram; fi; sample; column; 濃縮; florisil; 溶出; カルバミン; スペクトル; benzene; of; 抽出,リジル; イオンフラグメソト; 溶媒; extraction; temp; フロリジルカラムクロマトグラフィー; searched; sake; et; lc; chromatography; エチル; kudem; hewlett; min; ピーク; thickness; hanol; フロ; マス,カルバミン酸エチル; 定量法; 清酒; 抽出; ph; 回収率; カラムクロマトグラフィー; 溶出; 濃縮; gc; cae; phenylmethylsilicone; ch; ethylcarbamate; cl; rt; ロリジルカラムクロマトグラフィー; chromatogram; fi; sample; column; florisil; カルバミン; スペクトル; benzene; of; リジル; イオンフラグメソト; 溶媒; extraction; temp; フロリジルカラムクロマトグラフィー; searched; sake; et; lc; chromatography; エチル; kudem; hewlett; min; ピーク; thickness; hanol; フロ; マス,清酒,成分分析・物性評価,清酒:清酒|清酒,成分分析・物性評価:定量法|カラムクロマトグラフィー|ロリジルカラムクロマトグラフィー|スペクトル|フロリジルカラムクロマトグラフィー|定量法
16,日本醸造協会誌/83巻/1号/83_69.pdf,1988,83,1,69,73,酒中のカルバミン酸エチルの生成に及ぼす温度と酒質の影響,吉沢 淑; 高橋 康次郎,83_69.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_69/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_69/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_69.pdf,5,カルバミン酸エチル; 生成防止; 清酒製造; 火入れ; 貯蔵温度; 尿素; 冷却; 経時変化; 予測式; 活性化エネルギー,cae; 尿素; ppb; production; 火入れ; sake; カルバミン; ppm; temperature; ethylcarbamate; urea; cooling; 濃度; temperatures; pasteurization; 冷却; concn; 生成; of; tabl,components; 影響; エチル; constant; 定数; hr; relations; activation; effects; 酒質; エネルギー; 入れ; storage; table; 古沢; day; kcal; エタノール; and; fi,カルバミン酸エチル; 生成防止; 清酒製造; 火入れ; 貯蔵温度; 尿素; 冷却; 経時変化; 予測式; 活性化エネルギー; cae; ppb; production; sake; カルバミン; ppm; temperature; ethylcarbamate; urea; cooling; 濃度; temperatures; pasteurization; concn; 生成; of; tabl; components; 影響; エチル; constant; 定数; hr; relations; activation; effects; 酒質; エネルギー; 入れ; storage; table; 古沢; day; kcal; エタノール; and; fi,清酒; アルコール飲料,保存・安定性; 醸造工程・製造技術,清酒:清酒製造|清酒製造; アルコール飲料:エタノール|エタノール,保存・安定性:貯蔵温度|貯蔵温度; 醸造工程・製造技術:清酒製造|清酒製造
17,日本醸造協会誌/83巻/1号/83_74.pdf,1988,83,1,74,75,多収穫米 “しなのさきがけ” のパフ化による酒造適性の向上,高橋 康次郎; 曽我 浩; 吉沢 淑,83_74.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_74/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_74/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/1号/83_74.pdf,2,パフ白米; 消化性; 酒造適性; しなのさきがけ; パフ処理; 直糖; 溶解; アミノ酸度; 精米歩合; 官能検査,パフ; sakigake; 処理; shinano; puffed; improvement; 白米; 収穫; 消化; 酒造; 長野; 試験; polished; saccharifying; rice; puffing; 精米; dissolve; yield; natures,康次郎; grain; 飯田; アミノ; 吉沢; 俊彦; 芳夫; 酸度; sec; 向上; 福沢; 藤沢; 用い; 輝雄; 気流; 西沢; 酒化; 榛葉; 曽我; 幹雄,パフ白米; 消化性; 酒造適性; しなのさきがけ; パフ処理; 直糖; 溶解; アミノ酸度; 精米歩合; 官能検査; パフ; sakigake; 処理; shinano; puffed; improvement; 白米; 収穫; 消化; 酒造; 長野; 試験; polished; saccharifying; rice; puffing; 精米; dissolve; yield; natures; 康次郎; grain; 飯田; アミノ; 吉沢; 俊彦; 芳夫; 酸度; sec; 向上; 福沢; 藤沢; 用い; 輝雄; 気流; 西沢; 酒化; 榛葉; 曽我; 幹雄,農産物・果実; 清酒,成分分析・物性評価; 品質評価・官能評価,農産物・果実:パフ白米|精米歩合|白米|精米|パフ白米|精米歩合; 清酒:酒造適性|酒造|酒造適性|酒造,成分分析・物性評価:アミノ酸度|酸度|アミノ酸度|酸度; 品質評価・官能評価:官能検査|官能検査
18,日本醸造協会誌/83巻/2号/83_81.pdf,1988,83,2,81,81,酒の多様化と表現,吉沢 淑,83_81.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_81/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_81/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_81.pdf,1,吟醸酒; 酒質; 官能評価; バイオテクノロジー; 微生物育種; 香気エステル; 遺伝子; 麹菌; 料理適合性; 評価方式,料理; 酒質; バイオテクノロジー; 方式; 多様; プロファィル; レストラン; ワィンリス; コミュニケーシ; 無かろう; クスクス; ーパードライ; エステル; パダン; 表現; 難かしく; マーケティング; 新らしい; 挙げ; 具える,難かしい; 著る; 珍らしい; ファッション; 知ろう; 世界; ルッ; ネシア; 飲ま; 温か; 濃潤; 見張る; フリカ; 激辛; マナー; 見当ら; 良し悪し; 適合; ホット; 珍酒,吟醸酒; 酒質; 官能評価; バイオテクノロジー; 微生物育種; 香気エステル; 遺伝子; 麹菌; 料理適合性; 評価方式; 料理; 方式; 多様; プロファィル; レストラン; ワィンリス; コミュニケーシ; 無かろう; クスクス; ーパードライ; エステル; パダン; 表現; 難かしく; マーケティング; 新らしい; 挙げ; 具える; 難かしい; 著る; 珍らしい; ファッション; 知ろう; 世界; ルッ; ネシア; 飲ま; 温か; 濃潤; 見張る; フリカ; 激辛; マナー; 見当ら; 良し悪し; 適合; ホット; 珍酒,清酒; 酵母・微生物,品質評価・官能評価; 微生物・遺伝子関連; 歴史・文化・経済; 醸造工程・製造技術,清酒:吟醸酒|麹菌|吟醸酒|麹菌; 酵母・微生物:微生物育種|麹菌|微生物育種|麹菌,品質評価・官能評価:官能評価|香気エステル|評価方式|官能評価|香気エステル|評価方式; 微生物・遺伝子関連:微生物育種|遺伝子|微生物育種|遺伝子; 歴史・文化・経済:マーケティング|マーケティング; 醸造工程・製造技術:麹菌|麹菌
19,日本醸造協会誌/83巻/2号/83_82.pdf,1988,83,2,82,86,進歩した精米機,永谷 正治,83_82.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_82/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_82/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_82.pdf,5,精米機; 高精白; 吟醸精米; 精米能力; 労務の軽減; 改良; 更新; 竪型精米機; 精米原理; 周辺機能,精米; 成績; サンプル; 歩合; 玄米; 新鋭; コンピューター; 推定; ヒダホマレ; ダホマレ; 白し; 在来; 無効; タケ; 山田; ログ; 産地; 機械; 分布; 機種,サタケ; 砕米; フル; タンク; 精白; サソプル; 自動; 機能; 富士; サン; 組み込ん; ai; 新型; 図面; ラム; 重量; バーター; 中野; 張り; 白米,精米機; 高精白; 吟醸精米; 精米能力; 労務の軽減; 改良; 更新; 竪型精米機; 精米原理; 周辺機能; 精米; 成績; サンプル; 歩合; 玄米; 新鋭; コンピューター; 推定; ヒダホマレ; ダホマレ; 白し; 在来; 無効; タケ; 山田; ログ; 産地; 機械; 分布; 機種; サタケ; 砕米; フル; タンク; 精白; サソプル; 自動; 機能; 富士; サン; 組み込ん; ai; 新型; 図面; ラム; 重量; バーター; 中野; 張り; 白米,農産物・果実; 清酒,その他（研究タイプ）,農産物・果実:精米機|吟醸精米|精米能力|竪型精米機|精米原理|精米; 清酒:吟醸精米|吟醸精米,
20,日本醸造協会誌/83巻/2号/83_87.pdf,1988,83,2,87,92,吟醸酒の調査結果について,国税庁間税部鑑定企画官室; 各国税局間税部鑑定官室,83_87.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_87/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_87/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_87.pdf,6,吟醸酒; 市販; 貯蔵管理; 出荷管理; 火入れ温度; 活性炭素; 品質設計; 鑑評会; 商品化技術; 消費者pr,製品; アルコール; 移出; 精米; 火入れ; 課税; 出荷; 吟醸; 全体; 数量; 平均; 古酒; 調査; 品質; 火入; 及び; 醸造; 歩合; 多かっ; 収得,多い; 価格; 分布; 示す; 生れ; 純米; 度数; 鑑定; 昭和; 放冷; 好適; 多く; メーカー; 使用; 勤務; 国税; 期間; 展望; 趣味; 最も,吟醸酒; 市販; 貯蔵管理; 出荷管理; 火入れ温度; 活性炭素; 品質設計; 鑑評会; 商品化技術; 消費者pr; 製品; アルコール; 移出; 精米; 火入れ; 課税; 出荷; 吟醸; 全体; 数量; 平均; 古酒; 調査; 品質; 火入; 及び; 醸造; 歩合; 多かっ; 収得; 多い; 価格; 分布; 示す; 生れ; 純米; 度数; 鑑定; 昭和; 放冷; 好適; 多く; メーカー; 使用; 勤務; 国税; 期間; 展望; 趣味; 最も,清酒; 農産物・果実; アルコール飲料,品質評価・官能評価; 保存・安定性; 歴史・文化・経済; 醸造工程・製造技術,清酒:吟醸酒|吟醸|純米|吟醸酒|吟醸|純米; 農産物・果実:精米|純米|精米|純米; アルコール飲料:アルコール|アルコール,品質評価・官能評価:品質設計|品質|品質設計|品質; 保存・安定性:貯蔵管理|貯蔵管理; 歴史・文化・経済:消費者pr|消費者pr; 醸造工程・製造技術:醸造|醸造
21,日本醸造協会誌/83巻/2号/83_93.pdf,1988,83,2,93,98,RNA酵素,菊池 洋,83_93.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_93/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_93/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_93.pdf,6,rna; 触媒機能; 酵素タンパク質; リボザイム; セルフスプライシング; イントロン; 分子内反応; 遺伝子; rnasep; タンパク質合成,rn; スプライシング; イントロン; トロン; 触媒; テトラヒメナ; rrn; プライシング; cech; asep; ウイルソイド; タンパク; 反応; 切断; 酵素; ハンマーヘッド; リボザイム; トラヒメナ; セルフ; zaug,ループ; リボソーム; 管内; グループ; cell; vs; エキソン; リン酸; ヌクレオチド; 機能; 発見; ウイロイド; 活性; 細胞; 分子; ジエステル; grabowski; 環状; guerrier; ミトコンドリア,rna; 触媒機能; 酵素タンパク質; リボザイム; セルフスプライシング; イントロン; 分子内反応; 遺伝子; rnasep; タンパク質合成; rn; スプライシング; トロン; 触媒; テトラヒメナ; rrn; プライシング; cech; asep; ウイルソイド; タンパク; 反応; 切断; 酵素; ハンマーヘッド; トラヒメナ; セルフ; zaug; ループ; リボソーム; 管内; グループ; cell; vs; エキソン; リン酸; ヌクレオチド; 機能; 発見; ウイロイド; 活性; 細胞; 分子; ジエステル; grabowski; 環状; guerrier; ミトコンドリア,酵母・微生物,微生物・遺伝子関連,酵母・微生物:細胞|細胞,微生物・遺伝子関連:遺伝子|遺伝子
22,日本醸造協会誌/83巻/2号/83_99.pdf,1988,83,2,99,104,ウイスキー中の酢酸イソアミルの起源とその意義,辻 謙次,83_99.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_99/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_99/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_99.pdf,6,ウイスキー; 酢酸イソアミル; 香気成分; 発酵; 初発酵母密度; 高級アルコール; ロイシン; 生成機構; 揮発散逸; 貯蔵熟成,ウイスキー; イソアミル; 酢酸; 発酵; アルコール; 麦汁; 酵母; ppm; アミル; 散逸; 生成; スコッチ; エステル; ロイシン; クロマトグラフィー; モルト; 濃度; 密度; inst; エールリッヒ,エタノール; ayrapaa; シソ; suomalainen; イソ; 揮発; stevens; アミ; 成分; 高級; ロイ; brew; distilling; 径路; ピーク; 添加; cerevi; 初発; ヘッド; スペース,ウイスキー; 酢酸イソアミル; 香気成分; 発酵; 初発酵母密度; 高級アルコール; ロイシン; 生成機構; 揮発散逸; 貯蔵熟成; イソアミル; 酢酸; アルコール; 麦汁; 酵母; ppm; アミル; 散逸; 生成; スコッチ; エステル; クロマトグラフィー; モルト; 濃度; 密度; inst; エールリッヒ; エタノール; ayrapaa; シソ; suomalainen; イソ; 揮発; stevens; アミ; 成分; 高級; ロイ; brew; distilling; 径路; ピーク; 添加; cerevi; 初発; ヘッド; スペース,アルコール飲料; ビール; 酵母・微生物; 農産物・果実,醸造工程・製造技術; 保存・安定性; 品質評価・官能評価; 成分分析・物性評価,アルコール飲料:高級アルコール|アルコール|エタノール|高級アルコール|アルコール|エタノール; ビール:モルト|エールリッヒ|モルト|エールリッヒ; 酵母・微生物:初発酵母密度|酵母|初発酵母密度|酵母; 農産物・果実:麦汁|麦汁,醸造工程・製造技術:発酵|初発酵母密度|貯蔵熟成|発酵|発酵|初発酵母密度; 保存・安定性:貯蔵熟成|貯蔵熟成; 品質評価・官能評価:香気成分|香気成分; 成分分析・物性評価:クロマトグラフィー|クロマトグラフィー
23,日本醸造協会誌/83巻/2号/83_105.pdf,1988,83,2,105,111,豆味噌の製造と品質特性,竹内 徳男,83_105.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_105/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_105/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_105.pdf,7,豆味噌; 製造法; 品質特性; 歴史; 地域性; 味噌玉製麹; 酵素分解型; 香気成分; 調理特性; 旨味ペプチド,旨味; ペプチド; 大豆; dinitrophenylhydrazine; 赤だし; 料理; エステル; 地域; 調理; 発酵; 分解; pept; baci; 蒸煮; 成分; グルタミン; タンパク; 製法; 漉し; 香気,グルタミルアスパラギン; 基づく; 品質; 増殖; 窒素; タソパク; 個性; グルタミルグルタミン; 製麹; 造り; 揮発; 記録; 山積み; de; 多い; 豆鼓; us; 改善; 促し; 宗法,豆味噌; 製造法; 品質特性; 歴史; 地域性; 味噌玉製麹; 酵素分解型; 香気成分; 調理特性; 旨味ペプチド; 旨味; ペプチド; 大豆; dinitrophenylhydrazine; 赤だし; 料理; エステル; 地域; 調理; 発酵; 分解; pept; baci; 蒸煮; 成分; グルタミン; タンパク; 製法; 漉し; 香気; グルタミルアスパラギン; 基づく; 品質; 増殖; 窒素; タソパク; 個性; グルタミルグルタミン; 製麹; 造り; 揮発; 記録; 山積み; de; 多い; 豆鼓; us; 改善; 促し; 宗法,味噌; 清酒; 農産物・果実,品質評価・官能評価; 醸造工程・製造技術; 歴史・文化・経済,味噌:豆味噌|豆味噌|味噌玉製麹|豆味噌|豆味噌|味噌玉製麹; 清酒:味噌玉製麹|製麹|味噌玉製麹|製麹; 農産物・果実:大豆|大豆,品質評価・官能評価:品質特性|香気成分|旨味ペプチド|旨味|香気|品質; 醸造工程・製造技術:製造法|味噌玉製麹|発酵|製麹|製造法|味噌玉製麹; 歴史・文化・経済:歴史|歴史
24,日本醸造協会誌/83巻/2号/83_112.pdf,1988,83,2,112,112,お答えします,広瀬 義成,83_112.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_112/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_112/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_112.pdf,1,文献; 参照; 調査; 掲載; 醗酵工学; 醤油研究; 調味科学; 醸造協会; 特許; 論文,しょう油; 塩分; ケイソウ; 白カビ; カビ; アルコール; 芽胞; 発泡; 嘉夫; スパラギソ; 乳酸; 事故; 生え; 聞き; 下さい; コール; 見うけ; 添加; 出荷; 増殖,キッコーマン; うす塩; 食塩; 防げる; 精密; 汚染; イメー; 日持ち; 清志; 窒素; 尊重; 激烈; 加工; 乱れ; 極く; 火入れ; 桿菌; 低塩; 火入; 婦人,文献; 参照; 調査; 掲載; 醗酵工学; 醤油研究; 調味科学; 醸造協会; 特許; 論文; しょう油; 塩分; ケイソウ; 白カビ; カビ; アルコール; 芽胞; 発泡; 嘉夫; スパラギソ; 乳酸; 事故; 生え; 聞き; 下さい; コール; 見うけ; 添加; 出荷; 増殖; キッコーマン; うす塩; 食塩; 防げる; 精密; 汚染; イメー; 日持ち; 清志; 窒素; 尊重; 激烈; 加工; 乱れ; 極く; 火入れ; 桿菌; 低塩; 火入; 婦人,酵母・微生物; 醤油; アルコール飲料,応用利用・食品開発; 醸造工程・製造技術,酵母・微生物:白カビ|カビ|白カビ|カビ; 醤油:醤油研究|醤油研究; アルコール飲料:アルコール|アルコール,応用利用・食品開発:加工|加工; 醸造工程・製造技術:醸造協会|醸造協会
25,日本醸造協会誌/83巻/2号/83_113.pdf,1988,83,2,113,117,神酒と神社 (1),加藤 百一,83_113.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_113/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_113/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/83巻/2号/83_113.pdf,5,神社; 神事; 酒造り神事; 神祭; 相嘗め神事; 直会; 歴史; 伝承; 酒殿; 神酒,神事; 神社; 神酒; 酒造り; 神宮; 国懸; 布留; 嘗め; 石上; 大神; 日前; 御供; 布都; 神祭; 神官; 八幡; 両宮; 宇佐; 天皇; 直会,名神; 行事; 古態; 供頭; 下宮; 御殿; 御魂; 湧井; 饗膳; 楼門; 大社; 神人; 造り; 共食; 祭神; 延喜; 霊代; 前宮; 廻廊; 由緒,神社; 神事; 酒造り神事; 神祭; 相嘗め神事; 直会; 歴史; 伝承; 酒殿; 神酒; 酒造り; 神宮; 国懸; 布留; 嘗め; 石上; 大神; 日前; 御供; 布都; 神官; 八幡; 両宮; 宇佐; 天皇; 名神; 行事; 古態; 供頭; 下宮; 御殿; 御魂; 湧井; 饗膳; 楼門; 大社; 神人; 造り; 共食; 祭神; 延喜; 霊代; 前宮; 廻廊; 由緒,清酒,歴史・文化・経済,清酒:酒造り神事|酒造り|酒造り神事|酒造り,歴史・文化・経済:歴史|歴史
