No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物_all,対象物_top3,対象物_根拠,研究タイプ_all,研究タイプ_top3,研究タイプ_根拠
3696,日本醸造協会誌/112巻/2号/112_133.pdf,2017,112,2,133,139,きょうかい1801号からのセルレニン感受性株取得と混合醸造への利用,小髙 敦史;松村 憲吾;佐原 弘師;秦 洋二,112_133.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/2/112_133/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/2/112_133/_pdf/-char/ja,,,きょうかい1801号; セルレニン感受性株; 混合醸造; 清酒; FAS2遺伝子; LOH; 有機酸; 香気成分; 官能評価; GL-11,K-1801; GL-11; FAS2; 混合醸造; セルレニン; LOH; ホモ; 野生型; 感受性株取得; 1801; 佐原; カプロン; エチル; 松村; 生成量; 変異型; and; period; acetatemg; 号小髙,寒天培地; 酢酸; strains; wild-type; 酸度; acetate; Fermentation; the; ethyl; 小髙; caproate; イソアミル; 酵母; proportion; 割合; コロニー; レプリカ; ヘテロ; with; 比率,,アルコール飲料; 酵母・微生物; 農産物・果実; 清酒,アルコール飲料; 酵母・微生物; 農産物・果実,"アルコール飲料=>アルコール; 酵母・微生物=>酵母, 菌株; 農産物・果実=>リンゴ",成分分析・物性評価; 品質評価・官能評価; 微生物・遺伝子関連; 応用利用・食品開発; 醸造工程・製造技術; 統計解析・モデル化,成分分析・物性評価; 品質評価・官能評価; 微生物・遺伝子関連,"成分分析・物性評価=>酸度, 分析, 測定; 品質評価・官能評価=>香気成分, 評価; 微生物・遺伝子関連=>変異株, 菌株, 遺伝子"
3697,日本醸造協会誌/112巻/2号/112_140.pdf,2017,112,2,140,146,味噌用麹製造時におけるポリアミンの変化について,小林 和也;渡辺 聡,112_140.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/2/112_140/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/2/112_140/_pdf/-char/ja,,,ポリアミン; スペルミジン; スペルミン; 麹; 味噌; 発酵; 麹菌; アミノ酸; GABA; 抗動脈硬化作用,ポリアミン; SPD; SPM; nmol; PUT; weight; polyamine; 麹菌体量; dry; koji; body; 製麹; 味噌用麹製造時; 米麹; 種麹; contents; GABA; fungal; Polyamines; column,産生; black; 麹菌; 味噌; 未検出; and; miso; putrescine; spermine; hours; Soda; 製麹中; 渡辺; 大豆; oryzae30; oryzae29; 号小林; spermidine; 増加; 麦味噌用,,味噌; 農産物・果実; 酵母・微生物; 清酒; 発酵食品; アルコール飲料,味噌; 農産物・果実; 酵母・微生物,"味噌=>味噌, 米味噌, 麦味噌; 農産物・果実=>米麹, 大豆; 酵母・微生物=>麹菌, oryzae, 細胞",成分分析・物性評価; 醸造工程・製造技術; 応用利用・食品開発; 保存・安定性; 微生物・遺伝子関連; 健康機能・栄養効果; 品質評価・官能評価,成分分析・物性評価; 醸造工程・製造技術; 応用利用・食品開発,"成分分析・物性評価=>測定, 分析, HPLC; 醸造工程・製造技術=>発酵, 製造, 蒸米; 応用利用・食品開発=>食品, 利用"
3698,日本醸造協会誌/112巻/3号/112_149.pdf,2017,112,3,149,149,地域創成と醸造,井上 守正,112_149.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_149/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_149/_pdf/-char/ja,,,地域創成; 醸造業界; 兵庫県; 阪神・淡路大震災; 酒蔵; 人のつながり; コミュニティー形成; 微生物; 発酵; 東日本大震災,地域創成; 辺境; nan; 淡路大震災; 淡路; 内向; 兵庫県; 阪神; 地域; 但馬; エリア; 事例; 出来事; 被害; 醸造兵庫県立工業技術; 材料分析技術部; 東日本大震災時; 神戸阪神地域; 人口産業集中; 文化的指向性,売上云々以前; 熊本大震災時; 醸造業界全般; 近隣被災者; 地方創成; 正直得心; 広域行政; 冬季厳寒; 夏季温暖; 行政方針; 行政指針; 一地域; 色々見; 縮小版; 全県域; 業界駆; 一時預; 生業厳; 同士支; 強弁,,清酒; 酵母・微生物,清酒; 酵母・微生物,清酒=>酒蔵; 酵母・微生物=>微生物,応用利用・食品開発; 醸造工程・製造技術; 微生物・遺伝子関連,応用利用・食品開発; 醸造工程・製造技術; 微生物・遺伝子関連,応用利用・食品開発=>食品; 醸造工程・製造技術=>発酵; 微生物・遺伝子関連=>微生物
3699,日本醸造協会誌/112巻/3号/112_150.pdf,2017,112,3,150,160,酒造用白米の理想形状の探索と評価法,齋藤 富男,112_150.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_150/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_150/_pdf/-char/ja,,,酒造用白米; 精米; 扁平楕円球; 精米歩合; 原形精米; 粗タンパク; マイクロメーター; スリット型フルイ; 球形精米; 山田錦,扁平化原形精米; 白米; 玄米; 原形率; 原形精米; 精米歩合; 形状; 962; 精米歩合厚; 実比重; 幅厚; 052; 精米; 022; 記入; 062; 下記; 912; 扁平; 扁平楕円球,5115; 測定値; 437; 172; 数値; 品種; 982; 体積; 042; 932; 1104; 202; 922; 番号長; 理想; 実測千粒重; 計算千粒重; 白米各部位; 9474; 6107,,清酒,清酒,"清酒=>山田錦, 酒米, 五百万石",醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価; 応用利用・食品開発,醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価,"醸造工程・製造技術=>製造, 工程; 品質評価・官能評価=>官能試験, 評価; 成分分析・物性評価=>測定"
3700,日本醸造協会誌/112巻/3号/112_161.pdf,2017,112,3,161,166,煎り酒について,大久保 洋子,112_161.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_161/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_161/_pdf/-char/ja,,,煎り酒; 歴史; 調味料; 醤油; 古酒; 梅干し; 鰹節; 複合調味料; 精進; 官能評価,梅干; イリ; 料理物語; 当流節用料理大全; 鈴鹿家記; 調味料; 醤油; 江戸時代; 食材; 料理書; 料理; 複合調味料; 古酒; 臨川書店; 刺身; 1785; 1750; 料理通; 酒一升; 槐記,江戸; 鰹節; 山葵; 調理操作; 昆布; 炭火; 現在; 1643; 所収; 贅沢; 酸味; 江戸時代料理本集成; 大久保洋子; 饗応料理; 史籍集覧; 吉井始子; 料理集; 鰹一升; 精進煎; 指身,,醤油; 味噌; ビール; アルコール飲料; 酵母・微生物; 発酵食品; ワイン; 清酒,醤油; 味噌; ビール,醤油=>醤油; 味噌=>味噌; ビール=>苦味,応用利用・食品開発; 品質評価・官能評価; 歴史・文化・経済; 保存・安定性; 醸造工程・製造技術; 微生物・遺伝子関連,応用利用・食品開発; 品質評価・官能評価; 歴史・文化・経済,"応用利用・食品開発=>調味料, 利用, 食品; 品質評価・官能評価=>苦味, 味覚, 甘味; 歴史・文化・経済=>経済, 流通, 文化"
3701,日本醸造協会誌/112巻/3号/112_167.pdf,2017,112,3,167,178,飲酒時の食事摂取は何故重要なのか？,大嶋 俊二,112_167.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_167/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_167/_pdf/-char/ja,,,血中アルコール濃度; 食事; アルコール代謝; Widmarkの提唱式; 消化管; First Pass Metabolism; 食物繊維; アラニン; 飲酒運転; 二日酔い,BAC-max; アルコール; 食事; 胃排出速度; トマト; ALDH2; 飲酒時; 代謝動態; FPM; BAC; 不溶性画分; 血中; 体重; 食事摂取; 飲酒後; 低下; 体水分量; アラニン; カロリー; 飲酒,水溶液保持能; 型男性; ラット; 摂取; 焼酎; 影響; 濃度; 胃内; 強制胃内投与後; BAC-AUC; 代謝; 代謝能力; 著明; 食事由来; 投与; 過液量; ビール; 各種野菜; 人工甘味料; 胃内投与,,アルコール飲料; 焼酎; アミノ酸・タンパク質; ビール; ワイン; 農産物・果実; 酵母・微生物,アルコール飲料; 焼酎; アミノ酸・タンパク質,"アルコール飲料=>アルコール; 焼酎=>焼酎; アミノ酸・タンパク質=>アラニン, BCAA, メチオニン",応用利用・食品開発; 環境・サステナビリティ; 成分分析・物性評価; 品質評価・官能評価,応用利用・食品開発; 環境・サステナビリティ; 成分分析・物性評価,"応用利用・食品開発=>飲料, 利用, 食品; 環境・サステナビリティ=>環境; 成分分析・物性評価=>ペプチド, 測定"
3702,日本醸造協会誌/112巻/3号/112_179.pdf,2017,112,3,179,192,設備の洗浄・殺菌および乳酸菌スターター添加による醤油中のアミン低減化,田上 秀男,112_179.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_179/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_179/_pdf/-char/ja,,,醤油; アミン; ヒスタミン; チラミン; 乳酸菌スターター; 洗浄・殺菌; 製造工程; プラスミド; 培養; コデックス,ヒスタミン; タンク; 洗浄; アミン; 仕込配管; 殺菌; チラミン; 諸味; 仕込; 醤油乳酸菌; 生成菌; 棲息; 写真; 事例; 野生型醤油乳酸菌; 敷設; FRP; 場合; 食塩水; 弱酸性次亜塩素酸水溶液,配管内; 実証結果; 空気撹拌用配管; 屋外仕込; 配管; エアー; 除菌; 洗浄殺菌; 自動洗浄装置; 脱炭酸能; 生残; 水洗; 醸造環境; 工場; 洗浄用; 生成原因; ヒスチジン; 水酸化; 1000; 屋外,,醤油; 酵母・微生物; アミノ酸・タンパク質; 発酵食品; 農産物・果実; 副産物・バイオマス; アルコール飲料; ワイン; 清酒,醤油; 酵母・微生物; アミノ酸・タンパク質,"醤油=>諸味, 醤油, 醤油麹; 酵母・微生物=>乳酸菌, 菌株, 麹菌; アミノ酸・タンパク質=>ヒスチジン, チロシン, アラニン",醸造工程・製造技術; 応用利用・食品開発; 微生物・遺伝子関連; 保存・安定性; 環境・サステナビリティ; 成分分析・物性評価; 健康機能・栄養効果,醸造工程・製造技術; 応用利用・食品開発; 微生物・遺伝子関連,"醸造工程・製造技術=>熟成, 醸造, 工程; 応用利用・食品開発=>利用, 製品化, 食品; 微生物・遺伝子関連=>菌株, プラスミド, 微生物"
3703,日本醸造協会誌/112巻/3号/112_193.pdf,2017,112,3,193,194,抜粋要旨　中国醸造雑誌『醸酒科技』2016年4期号（総262号）,大森 大陸,112_193.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_193/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_193/_pdf/-char/ja,,,中国醸造雑誌; ヴィダル種甘口ワイン; 香気成分; 白酒醪; 細菌; 緑豆・糯米甘口酒; 二日酔い; 評価方法; HES法; 信頼性,ラウンド; Hangover; 緑豆; 不確定度; ヴィダル; HES; ワイン; Scale; 二日酔; hrs; 賦与; Bacillus; 固態発酵条件; 発酵前処理; 類不確定度; AHSS; 種甘口; AHS; 培養基; 細菌,糯米; HSS; 種無; レスヴェラトロール; 生長量; 評価方法; 訳者注; 各物質; トルファン; nan; 甘口; 評定; 新彊; ethyl; OAV; 廣州; 応答曲面法; SOD; 飲酒; ADH,,ワイン; アルコール飲料; 酵母・微生物; ビール; アミノ酸・タンパク質,ワイン; アルコール飲料; 酵母・微生物,"ワイン=>ワイン; アルコール飲料=>アルコール; 酵母・微生物=>カビ, 菌株, oryzae",品質評価・官能評価; 統計解析・モデル化; 応用利用・食品開発; 成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術; 微生物・遺伝子関連,品質評価・官能評価; 統計解析・モデル化; 応用利用・食品開発,"品質評価・官能評価=>香気成分, 品質, 苦味; 統計解析・モデル化=>最適化; 応用利用・食品開発=>応用, 利用"
3704,日本醸造協会誌/112巻/3号/112_197.pdf,2017,112,3,197,205,"ワイン酵母,焼酎酵母,清酒酵母を用いた米焼酎・芋焼酎醪に含まれる醸造産物の違い",中山 俊一;山本 佳奈子;西森 大貴;徳岡 昌文;門倉 利守;中里 厚実,112_197.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_197/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/3/112_197/_pdf/-char/ja,,,焼酎; 醸造酵母; クエン酸耐性; 小仕込試験; 香気成分; 有機酸; 主成分分析; 米焼酎; 芋焼酎; 発酵産物,SH4; 焼酎酵母; 米焼酎; 清酒酵母; 各醸造酵母; ワイン; OD600nm; 酵母; S10; shochu; 醸造酵母; OD660nm; 西森; 生成量; 醸造産物; 芋焼酎醪; 二次醪; 芋焼酎; 徳岡; YPD,各種醸造酵母; yeasts; IAM4219; IAM4257; IAM4266; 発酵産物; 門倉; 中里; 香気成分; 醸造可能; IFO2260; wine; 同士; brewed; 主成分分析; クエン; 焼酎; イソブチル; rice; 酢酸,,焼酎; アルコール飲料; ワイン; 酵母・微生物; 農産物・果実; アミノ酸・タンパク質; ビール; 清酒,焼酎; アルコール飲料; ワイン,"焼酎=>米焼酎, 芋焼酎, 焼酎; アルコール飲料=>アルコール, エタノール; ワイン=>ワイン",統計解析・モデル化; 品質評価・官能評価; 醸造工程・製造技術; 応用利用・食品開発; 成分分析・物性評価; 微生物・遺伝子関連; 環境・サステナビリティ,統計解析・モデル化; 品質評価・官能評価; 醸造工程・製造技術,"統計解析・モデル化=>主成分分析, 統計; 品質評価・官能評価=>香気成分, 官能, 香気; 醸造工程・製造技術=>醸造, 発酵"
3705,日本醸造協会誌/112巻/4号/112_207.pdf,2017,112,4,207,207,清酒酵母こんじゃく物語,大矢 禎一,112_207.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_207/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_207/_pdf/-char/ja,,,清酒酵母; 麹菌; Saccharomyces sake yabe kozai; きょうかい酵母; 醸造試験所; きょうかい6号酵母; 新政酒蔵; 全国新酒鑑評会; 純粋培養; 日本醸造協会,清酒酵母; 頒布; 号酵母; nan; 新政酒蔵; 優良酒; 醸造試験所; 単離; 記念; 酵母; 物語東京大学大学院新領域創成科学研究科大; 初代技師矢部規矩治先生; 五代目当主佐藤卯兵衛氏; 中沢亮治先生; 善田猶蔵技師; 間唯一頒布; 覆刻頒布; 連続第; 小穴氏; 東京帝国大学農科大学,古在由直教授; 小穴富司雄氏; 世界遺産登録; kozai; ロングラン; 古在先生; 蔵元杜氏; yabe; 大阪大学工学部; tokyo; 大阪高等工業学校; 高橋偵造教授; ドラマチック; yedo; 見間違; 胞子; カールスベルグ; 一世紀; 税務監督局; 秋田市,,酵母・微生物; 清酒,酵母・微生物; 清酒,"酵母・微生物=>酵母, 麹菌; 清酒=>日本酒, 酒造, 清酒",保存・安定性; 統計解析・モデル化,保存・安定性; 統計解析・モデル化,保存・安定性=>保存; 統計解析・モデル化=>解析
3706,日本醸造協会誌/112巻/4号/112_208.pdf,2017,112,4,208,213,伝統食品‘稲庭うどん’に内在する空隙と亀裂の役割について,大久 長範,112_208.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_208/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_208/_pdf/-char/ja,,,稲庭うどん; ピキア酵母M2; 生地の柔軟性; 空隙; 歯ごたえ; 食塩溶出速度; 乾燥麺; 手延べ作業; 小麦粉生地; 大型空隙,稲庭; 乾麺; ピキア; 亀裂; 空隙; 断面積; 食塩溶出速度; 生地; burtonii; 早茹; 大久長範; 耐塩性酵母; mm2; 手延; 食塩濃度; 鈴木直樹; 揖保; 麺線; 断面; SEM,酵母; 表面; 時間; NaClt; 試作乾麺; モデル; 透明; 回帰曲線; 素麺; 食塩; 添加; 試作; 対照; 図右; 麻生孝之商店; 食塩溶出曲線; 白石温麺; 添加麺; 一次反応式; 食塩溶出,,酵母・微生物,酵母・微生物,"酵母・微生物=>酵母, 微生物",醸造工程・製造技術; 歴史・文化・経済; 成分分析・物性評価; 統計解析・モデル化; 微生物・遺伝子関連; 品質評価・官能評価,醸造工程・製造技術; 歴史・文化・経済; 成分分析・物性評価,"醸造工程・製造技術=>熟成, 工程, 発酵; 歴史・文化・経済=>歴史; 成分分析・物性評価=>物性, 測定"
3707,日本醸造協会誌/112巻/4号/112_214.pdf,2017,112,4,214,222,小規模ワイナリーの販売戦略と流通チャネルの選択－ニュージーランドのワイン市場から考える－,星野 ワンケイ;下渡 敏治,112_214.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_214/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_214/_pdf/-char/ja,,,ニュージーランドワイン; ワイナリー数; 生産量; 市場寡占化; 小規模ワイナリー; 商品開発; 販売戦略; ブドウ品種; 原料調達; 小売価格,ワイナリー; ワイン; ニュージーランド; 小規模; Estate; 万産地直売; 国内販売; Winery; Soljans; 海外販売; 販売白; ブドウ; Zealand; インターネット; 生産; ドル; 契約取引; Winegrowers; オークランド; 生産規模,海外市場; 生産農家; New; 製造企業; 産地; 販売戦略; Cellar; door; バルクワイン; ヒアリング; 商品開発; Wine; 寡占化; 市場; 大規模; 販売; NZD18; 海外販売白; NZD24; 自社農園,,ワイン; 清酒,ワイン; 清酒,"ワイン=>ワイン, ブドウ, メルロー; 清酒=>日本酒",歴史・文化・経済; 醸造工程・製造技術,歴史・文化・経済; 醸造工程・製造技術,"歴史・文化・経済=>市場, 流通, ブランド; 醸造工程・製造技術=>醸造, 製造"
3708,日本醸造協会誌/112巻/4号/112_223.pdf,2017,112,4,223,233,モンゴルの馬乳酒アイラグの伝統製法と微生物学的特徴,宮本 拓;烏力吉徳力根;豊川 佳奈子,112_223.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_223/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_223/_pdf/-char/ja,,,馬乳酒アイラグ; 製造方法; 微生物フローラ; 乳酸菌; 酵母; 栄養学的特徴; 保健効果; ビタミンC; プロバイオティクス; 発酵食品,アイラグ; モンゴル; 馬乳酒; フローラ; 301102; 乳酸菌; 馬乳; フルンゲ; GABA; Lactobacillus; 乳酒; 保健効果; 中国内; 発酵乳; 抗真菌活性; 遊牧民; ケフィール; plantarum; 発酵; ウマ,自治区; プレバイオティクス; 容器; 民族; 撹拌; トス; スー; プロバイオティクス; 乳製品; 多糖生産性変異株; 19705; 製造; ブタ; スターター; クーミス; ラクダ; 探索; 生産活性; Lactococcus; ビタミン,,発酵乳・乳製品; 酵母・微生物; アルコール飲料; 発酵食品; ワイン; ビール; 農産物・果実,発酵乳・乳製品; 酵母・微生物; アルコール飲料,"発酵乳・乳製品=>発酵乳, 乳製品, チーズ; 酵母・微生物=>乳酸菌, 微生物, 菌株; アルコール飲料=>アルコール, エタノール",醸造工程・製造技術; 応用利用・食品開発; 微生物・遺伝子関連; 保存・安定性; 成分分析・物性評価; 健康機能・栄養効果; 統計解析・モデル化,醸造工程・製造技術; 応用利用・食品開発; 微生物・遺伝子関連,"醸造工程・製造技術=>発酵, 製造, 蒸留; 応用利用・食品開発=>応用, 開発, 利用; 微生物・遺伝子関連=>微生物, 菌株, DNA"
3709,日本醸造協会誌/112巻/4号/112_234.pdf,2017,112,4,234,267,平成28年度における酒類の研究業績,編集部,112_234.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_234/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_234/_pdf/-char/ja,,,清酒; 麹菌; 酵母; 焼酎; ビール; ワイン; 発酵; 醸造; 香気成分; 品質評価,麹菌; 遺伝子; kexB; 過剰発現; 高系酒; グルカン; オカラ; cutL1; Rim15; Dfcy; thiA; 三重変異株; 菌核形成; 破壊株; 発現; 粘度増加開始温度; 破壊変異体; BgIH; 質基質; nrtA,faaA; DeuA; DeuB; GlaB; タンパク; グルコシダーゼ; ストレス; TPP; 分生子形成; ロイシン; nidulans; チアミン; 破壊; NF-G; gatA; MorA; 媛育; ACE; トランスケトラーゼ; deuB,,酵母・微生物; 焼酎; 清酒; アミノ酸・タンパク質; アルコール飲料; 農産物・果実; 副産物・バイオマス,酵母・微生物; 焼酎; 清酒,"酵母・微生物=>麹菌, oryzae, 酵母; 焼酎=>泡盛, 焼酎, 常圧蒸留; 清酒=>五百万石, 清酒, 山田錦",微生物・遺伝子関連; 醸造工程・製造技術; 保存・安定性; 応用利用・食品開発; 統計解析・モデル化; 成分分析・物性評価; 品質評価・官能評価; 歴史・文化・経済; 健康機能・栄養効果,微生物・遺伝子関連; 醸造工程・製造技術; 保存・安定性,"微生物・遺伝子関連=>遺伝子, 発現, ゲノム; 醸造工程・製造技術=>発酵, 製造, 醸造; 保存・安定性=>安定性, 貯蔵, 酸化"
3710,日本醸造協会誌/112巻/4号/112_268.pdf,2017,112,4,268,270,抜粋要旨　中国醸造雑誌『醸酒科技』2016年5期号（総263号）,大森 大陸,112_268.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_268/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_268/_pdf/-char/ja,,,ワイン酵母; 中国酒造業界; 白酒; ワイン; 生産量; 販売収入; 利益; 甘味料; 重金属; 香型区分,トレハローズ; 酵母菌; 黄酒曲; Monacolin; 分子生物学的鑑定; 類含量; カキ; 分離純化; 麦曲; 北京; 過度; スクリーニング; 酒造業界規模以上企業; 生産性紅曲菌株; 発酵初発; 香型区分; MY1; 野生山; 国家統計局表; 億元,UPLC-MS; 発酵液中; 甘味料; 白酒; Metschnikowia; 中国白酒; IoT; モニタリングシステム; nan; 人工知能; 四川; カベルネソーヴィニョン; 合計; 出酒率; 出典; ポリフェノール; 表皮; 細胞内; 2015; 相対標準偏差,,ワイン; アルコール飲料; ビール; 農産物・果実; 酵母・微生物,ワイン; アルコール飲料; ビール,"ワイン=>カベルネソーヴィニョン, ワイン, ブドウ; アルコール飲料=>アルコール; ビール=>ビール",成分分析・物性評価; 品質評価・官能評価; 保存・安定性; 歴史・文化・経済; 応用利用・食品開発,成分分析・物性評価; 品質評価・官能評価; 保存・安定性,"成分分析・物性評価=>測定, HPLC, 分析; 品質評価・官能評価=>テイスティング, 品質; 保存・安定性=>安定性"
3711,日本醸造協会誌/112巻/4号/112_273.pdf,2017,112,4,273,314,泡盛及び甘藷焼酎の揮発性成分間の相関解析,福田 央;韓 錦順;水谷 治;金井 宗良;山田 修,112_273.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_273/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_273/_pdf/-char/ja,,,泡盛; 甘藷焼酎; 揮発性成分; 相関解析; アルデヒド類; アルコール類; モノテルペンアルコール; エステル類; フルフラール; 貯蔵,泡盛; 相関性; 一般酒; 古酒; Ethyl; 泡盛及; 甘藷焼酎; 相関解析; エチル; 0000; 揮発性成分間; ドデカノール; エステル; 0350; 2720; 成分間; カプリル; 1040; ネロリドール; テトラデカノール,correlation; 0440; 0490; 水谷; 1340; 金井; 成分; 1510; 中鎖脂肪酸; alcohol0; デカノール; カプロン; compounds; 054; caprate0; ノナナール; 0290; 酢酸; 麦焼酎; シトロネロール,,焼酎; アルコール飲料; 酵母・微生物,焼酎; アルコール飲料; 酵母・微生物,"焼酎=>泡盛, 麦焼酎, 米焼酎; アルコール飲料=>アルコール; 酵母・微生物=>酵母",保存・安定性; 成分分析・物性評価; 統計解析・モデル化; 品質評価・官能評価,保存・安定性; 成分分析・物性評価; 統計解析・モデル化,"保存・安定性=>酸化, 貯蔵; 成分分析・物性評価=>分析; 統計解析・モデル化=>解析"
3712,日本醸造協会誌/112巻/5号/112_317.pdf,2017,112,5,317,317,これからのビール文化を想う,井戸田 裕二,112_317.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_317/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_317/_pdf/-char/ja,,,ビール; ビール文化; スプリングバレーブルワリー; 発泡酒; 新ジャンル; ピルスナータイプ; クラフトビール; インディア・ペール・エール; 酒類多様化; パブブルワリー,ビール; nan; 横浜; 日本; ブランド; 飲食店; 弊社; 文化; 醸成; 多様化; 日本酒; スプリングバレーブルワリー; 本部酒類技術研究所井戸田; 年横浜山手; 国内製造量; 年神奈川; 発散等; 税区分; 代官山; 開港,飲用; オリジナルビール; インディア; 日常品; 贅沢品; ペール; 来航; 時代; パブブルワリー; ペリー; 酒類; 飲酒; 公私; 会社; ペールエール; 小規模醸造; 1859; IPA; ヴァイツェン; ワイン,,ビール; アルコール飲料; ワイン; 清酒,ビール; アルコール飲料; ワイン,"ビール=>ビール, ペールエール, IPA; アルコール飲料=>ウイスキー, アルコール; ワイン=>ワイン",歴史・文化・経済,歴史・文化・経済,"歴史・文化・経済=>ブランド, 文化, 歴史"
3713,日本醸造協会誌/112巻/5号/112_318.pdf,2017,112,5,318,322,幻の米「雄町」米に魅せられて,利守 忠義,112_318.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_318/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_318/_pdf/-char/ja,,,雄町米; 酒米; 岡山県; 利守忠義; 復活; 雄町サミット; 栽培条件; 清酒; 難栽培; 地域活性化,雄町; サミット; 回雄町; 雄町米; 椿山荘東京講演; 昭和; 赤磐雄町; ホテル; 平成; 栽培; 蒸米; ポイント; 酒米; 地元; 日本酒; 全国; 講演; 農家; Tadayoshi; ベルサール,加賀美; 何年産; 三段甑; 酒造; 利守酒造株式会社; 2215; 当社; Toshimori; 岡山県産; 上粘; 温度帯; 稲穂; 放冷機; 年連続; 精米中; 2017; キリン; 杜氏; 山田錦; nan,,清酒; ビール; 酵母・微生物,清酒; ビール; 酵母・微生物,"清酒=>雄町, 酒米, 日本酒; ビール=>ビール; 酵母・微生物=>酵母",醸造工程・製造技術; 応用利用・食品開発; 歴史・文化・経済,醸造工程・製造技術; 応用利用・食品開発; 歴史・文化・経済,醸造工程・製造技術=>蒸米; 応用利用・食品開発=>開発; 歴史・文化・経済=>文化
